# Configuracion:
# Concentracion g/m^3_=_19900.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0
# frecuencia_ref_Hz_=_136202.27104159808
# 
Resultados:
# tau_s_=_(1.53+/-0.25)e-07
# dphi_rad_=_6.41+/-0.02
# SAR_W/g_=_160.56+/-45.22
# Hc_kA/m_=_5.83+/-0.84
# Mr_A/m_=_336.65+/-107.98
# Suceptibilidad_a_M=0_=_0.0617+/-0.0153
# t_hasta_1er_file_=_145.10
# Duracion_T_Fase_=_63.23
# 1er_file_T_Fase_=_135kHz_100dA_100Mss_NE5X187.txt
# last_file_T_Fase_=_135kHz_100dA_100Mss_NE5X304.txt

Nombre_archivo	Time_m_(s)	Temperatura_(ºC)	Mr_(A/m)	Hc_(kA/m)	Campo_max_(A/m)	Mag_max_(A/m)	f0	mag0	dphi0	SAR_(W/g)	Tau_(s)	N	xi_M_0
135kHz_100dA_100Mss_NE5X014.txt	145.1	-35.99	134.73	4.97	38460.00	711.85	1.362089e+05	5.677827e+00	6.387096e+00	82.58	1.218486e-07	4405	2.864e-02
135kHz_100dA_100Mss_NE5X015.txt	145.61	-35.43	135.74	4.98	38460.00	714.10	1.362398e+05	5.696037e+00	6.387309e+00	83.03	1.221007e-07	4404	2.880e-02
135kHz_100dA_100Mss_NE5X016.txt	146.12	-34.78	134.73	4.97	38460.00	705.32	1.362089e+05	5.633177e+00	6.387368e+00	82.14	1.221715e-07	4405	2.868e-02
135kHz_100dA_100Mss_NE5X017.txt	146.64	-33.85	135.50	4.99	38460.00	700.37	1.362089e+05	5.603409e+00	6.388482e+00	82.58	1.234881e-07	4405	2.872e-02
135kHz_100dA_100Mss_NE5X018.txt	147.13	-32.91	134.09	4.88	38460.00	710.89	1.362089e+05	5.678813e+00	6.385188e+00	81.08	1.195982e-07	4405	2.902e-02
135kHz_100dA_100Mss_NE5X019.txt	148.16	-30.65	133.75	4.89	38460.00	702.00	1.362089e+05	5.617084e+00	6.386147e+00	80.95	1.207302e-07	4405	2.889e-02
135kHz_100dA_100Mss_NE5X020.txt	148.67	-29.53	134.02	4.88	38460.00	700.65	1.362089e+05	5.609534e+00	6.386452e+00	81.08	1.210882e-07	4405	2.911e-02
135kHz_100dA_100Mss_NE5X021.txt	149.18	-28.26	132.86	4.85	38460.00	695.65	1.362089e+05	5.569976e+00	6.385893e+00	80.08	1.204295e-07	4405	2.882e-02
135kHz_100dA_100Mss_NE5X022.txt	149.68	-26.76	132.82	4.82	38460.00	701.55	1.362398e+05	5.610430e+00	6.384291e+00	79.42	1.185389e-07	4404	2.912e-02
135kHz_100dA_100Mss_NE5X023.txt	150.27	-25.34	132.51	4.81	38460.00	697.72	1.362089e+05	5.590189e+00	6.384535e+00	79.31	1.188261e-07	4405	2.908e-02
135kHz_100dA_100Mss_NE5X024.txt	150.8	-24.44	131.15	4.77	38460.00	698.81	1.362398e+05	5.591367e+00	6.383206e+00	78.30	1.172552e-07	4404	2.898e-02
135kHz_100dA_100Mss_NE5X025.txt	151.32	-23.56	131.53	4.77	38460.00	696.76	1.362089e+05	5.580524e+00	6.383356e+00	78.25	1.174335e-07	4405	2.920e-02
135kHz_100dA_100Mss_NE5X026.txt	151.83	-22.69	130.29	4.72	38460.00	695.22	1.362089e+05	5.574242e+00	6.382060e+00	77.16	1.159039e-07	4405	2.922e-02
135kHz_100dA_100Mss_NE5X027.txt	152.34	-21.92	130.84	4.72	38460.00	698.06	1.362398e+05	5.596515e+00	6.382127e+00	77.53	1.159828e-07	4404	2.929e-02
135kHz_100dA_100Mss_NE5X028.txt	152.85	-21.21	131.15	4.67	38460.00	707.08	1.362089e+05	5.664191e+00	6.381068e+00	77.62	1.147343e-07	4405	2.957e-02
135kHz_100dA_100Mss_NE5X029.txt	153.37	-20.48	130.39	4.67	38460.00	701.15	1.362089e+05	5.618643e+00	6.381314e+00	77.19	1.150227e-07	4405	2.947e-02
135kHz_100dA_100Mss_NE5X030.txt	153.87	-19.78	130.60	4.64	38460.00	705.02	1.362089e+05	5.650711e+00	6.380540e+00	77.02	1.141132e-07	4405	2.969e-02
135kHz_100dA_100Mss_NE5X031.txt	154.36	-19.20	130.46	4.63	38460.00	704.38	1.362089e+05	5.650241e+00	6.381159e+00	77.50	1.148420e-07	4405	2.964e-02
135kHz_100dA_100Mss_NE5X032.txt	154.86	-18.65	129.53	4.58	38460.00	706.72	1.362089e+05	5.664407e+00	6.378945e+00	75.94	1.122310e-07	4405	2.987e-02
135kHz_100dA_100Mss_NE5X033.txt	155.36	-18.32	129.98	4.64	38460.00	698.06	1.362089e+05	5.598487e+00	6.380631e+00	76.37	1.142188e-07	4405	2.956e-02
135kHz_100dA_100Mss_NE5X034.txt	155.87	-18.06	128.86	4.54	38460.00	706.88	1.362089e+05	5.663621e+00	6.377659e+00	74.91	1.107154e-07	4405	2.998e-02
135kHz_100dA_100Mss_NE5X035.txt	156.39	-17.61	129.68	4.56	38460.00	706.52	1.362089e+05	5.669907e+00	6.379118e+00	76.15	1.124343e-07	4405	3.000e-02
135kHz_100dA_100Mss_NE5X036.txt	156.91	-17.09	130.07	4.55	38460.00	708.52	1.362089e+05	5.682551e+00	6.379186e+00	76.38	1.125157e-07	4405	3.003e-02
135kHz_100dA_100Mss_NE5X037.txt	157.42	-16.58	128.40	4.53	38460.00	698.38	1.362089e+05	5.603525e+00	6.378221e+00	74.56	1.113759e-07	4405	2.976e-02
135kHz_100dA_100Mss_NE5X038.txt	158.43	-15.66	127.97	4.50	38460.00	699.79	1.362089e+05	5.614741e+00	6.377052e+00	73.79	1.099987e-07	4405	3.000e-02
135kHz_100dA_100Mss_NE5X039.txt	158.93	-15.26	129.27	4.52	38460.00	703.89	1.362089e+05	5.651935e+00	6.378926e+00	75.76	1.122083e-07	4405	3.006e-02
135kHz_100dA_100Mss_NE5X040.txt	159.45	-14.89	128.67	4.48	38460.00	704.45	1.362089e+05	5.657997e+00	6.377486e+00	74.70	1.105098e-07	4405	3.023e-02
135kHz_100dA_100Mss_NE5X041.txt	159.97	-14.52	128.66	4.45	38460.00	709.66	1.362089e+05	5.702039e+00	6.376970e+00	74.87	1.099023e-07	4405	3.033e-02
135kHz_100dA_100Mss_NE5X042.txt	160.47	-14.08	128.23	4.44	38460.00	709.76	1.362398e+05	5.697847e+00	6.376571e+00	74.52	1.094317e-07	4404	3.028e-02
135kHz_100dA_100Mss_NE5X043.txt	160.99	-13.61	129.31	4.47	38460.00	708.00	1.362398e+05	5.686503e+00	6.377839e+00	75.38	1.109245e-07	4404	3.045e-02
135kHz_100dA_100Mss_NE5X044.txt	161.49	-13.21	128.75	4.42	38460.00	710.32	1.362089e+05	5.706087e+00	6.376359e+00	74.44	1.091807e-07	4405	3.056e-02
135kHz_100dA_100Mss_NE5X045.txt	161.99	-12.81	128.63	4.44	38460.00	707.23	1.362089e+05	5.683440e+00	6.376850e+00	74.53	1.097608e-07	4405	3.048e-02
135kHz_100dA_100Mss_NE5X046.txt	162.48	-12.51	129.24	4.43	38460.00	714.09	1.362089e+05	5.738580e+00	6.376910e+00	75.31	1.098308e-07	4405	3.064e-02
135kHz_100dA_100Mss_NE5X047.txt	162.99	-12.21	128.45	4.41	38460.00	710.08	1.362089e+05	5.701511e+00	6.376159e+00	74.22	1.089445e-07	4405	3.057e-02
135kHz_100dA_100Mss_NE5X048.txt	163.5	-11.95	127.77	4.41	38460.00	701.06	1.362089e+05	5.637277e+00	6.375979e+00	73.24	1.087342e-07	4405	3.040e-02
135kHz_100dA_100Mss_NE5X049.txt	164.0	-11.70	128.26	4.37	38460.00	710.02	1.362089e+05	5.708167e+00	6.375501e+00	73.78	1.081700e-07	4405	3.083e-02
135kHz_100dA_100Mss_NE5X050.txt	164.5	-11.50	127.67	4.35	38460.00	712.46	1.362089e+05	5.725821e+00	6.374420e+00	73.15	1.068933e-07	4405	3.086e-02
135kHz_100dA_100Mss_NE5X051.txt	165.02	-11.29	128.23	4.36	38460.00	709.27	1.362089e+05	5.704129e+00	6.375495e+00	73.73	1.081628e-07	4405	3.079e-02
135kHz_100dA_100Mss_NE5X052.txt	165.53	-10.98	128.49	4.36	38460.00	711.85	1.362089e+05	5.727400e+00	6.375218e+00	73.81	1.078369e-07	4405	3.103e-02
135kHz_100dA_100Mss_NE5X053.txt	166.05	-10.68	127.99	4.31	38460.00	717.71	1.362089e+05	5.769116e+00	6.373892e+00	73.28	1.062753e-07	4405	3.115e-02
135kHz_100dA_100Mss_NE5X054.txt	166.59	-10.46	128.34	4.34	38460.00	713.58	1.362089e+05	5.743884e+00	6.374835e+00	73.71	1.073856e-07	4405	3.110e-02
135kHz_100dA_100Mss_NE5X055.txt	167.08	-10.26	128.58	4.35	38460.00	711.36	1.362089e+05	5.728849e+00	6.375438e+00	74.00	1.080950e-07	4405	3.109e-02
135kHz_100dA_100Mss_NE5X056.txt	167.58	-10.01	128.81	4.34	38460.00	713.65	1.362089e+05	5.744925e+00	6.374950e+00	73.82	1.075206e-07	4405	3.121e-02
135kHz_100dA_100Mss_NE5X057.txt	168.6	-9.56	128.97	4.29	38460.00	721.03	1.362089e+05	5.801103e+00	6.373914e+00	73.70	1.063017e-07	4405	3.150e-02
135kHz_100dA_100Mss_NE5X058.txt	169.11	-9.36	128.53	4.28	38460.00	718.52	1.362089e+05	5.784574e+00	6.373420e+00	73.09	1.057192e-07	4405	3.147e-02
135kHz_100dA_100Mss_NE5X059.txt	169.62	-9.15	130.01	4.34	38460.00	717.44	1.362089e+05	5.780765e+00	6.375862e+00	75.01	1.085961e-07	4405	3.141e-02
135kHz_100dA_100Mss_NE5X060.txt	170.14	-8.94	130.79	4.34	38460.00	719.38	1.362089e+05	5.799089e+00	6.376096e+00	75.44	1.088731e-07	4405	3.159e-02
135kHz_100dA_100Mss_NE5X061.txt	170.65	-8.74	130.00	4.30	38460.00	726.25	1.362089e+05	5.843613e+00	6.374860e+00	75.01	1.074154e-07	4405	3.166e-02
135kHz_100dA_100Mss_NE5X062.txt	171.17	-8.55	129.35	4.27	38460.00	722.37	1.362089e+05	5.818366e+00	6.373790e+00	73.82	1.061553e-07	4405	3.179e-02
135kHz_100dA_100Mss_NE5X063.txt	171.69	-8.39	130.57	4.28	38460.00	727.20	1.362089e+05	5.858411e+00	6.374356e+00	74.79	1.068229e-07	4405	3.206e-02
135kHz_100dA_100Mss_NE5X064.txt	172.19	-8.26	130.37	4.28	38460.00	725.70	1.362089e+05	5.844965e+00	6.374221e+00	74.51	1.066628e-07	4405	3.198e-02
135kHz_100dA_100Mss_NE5X065.txt	172.69	-8.16	130.45	4.26	38460.00	728.39	1.362089e+05	5.866622e+00	6.373372e+00	74.09	1.056649e-07	4405	3.223e-02
135kHz_100dA_100Mss_NE5X066.txt	173.22	-8.03	130.87	4.26	38460.00	727.07	1.362089e+05	5.859378e+00	6.373708e+00	74.27	1.060576e-07	4405	3.233e-02
135kHz_100dA_100Mss_NE5X067.txt	173.74	-7.88	131.70	4.29	38460.00	725.96	1.362089e+05	5.853155e+00	6.374993e+00	75.24	1.075728e-07	4405	3.229e-02
135kHz_100dA_100Mss_NE5X068.txt	174.33	-7.70	131.80	4.28	38460.00	727.51	1.362398e+05	5.866470e+00	6.374308e+00	74.87	1.067650e-07	4404	3.237e-02
135kHz_100dA_100Mss_NE5X069.txt	174.89	-7.53	131.10	4.20	38460.00	738.37	1.362089e+05	5.953094e+00	6.372230e+00	74.23	1.043190e-07	4405	3.280e-02
135kHz_100dA_100Mss_NE5X070.txt	175.4	-7.38	131.93	4.21	38460.00	741.38	1.362089e+05	5.978428e+00	6.372953e+00	75.15	1.051689e-07	4405	3.300e-02
135kHz_100dA_100Mss_NE5X071.txt	175.92	-7.22	132.06	4.22	38460.00	738.09	1.362089e+05	5.950988e+00	6.373356e+00	75.14	1.056439e-07	4405	3.286e-02
135kHz_100dA_100Mss_NE5X072.txt	176.44	-7.02	132.04	4.20	38460.00	740.17	1.362089e+05	5.972366e+00	6.372507e+00	74.70	1.046454e-07	4405	3.308e-02
135kHz_100dA_100Mss_NE5X073.txt	176.96	-6.82	133.99	4.21	38460.00	748.54	1.362089e+05	6.040337e+00	6.372963e+00	75.94	1.051790e-07	4405	3.373e-02
135kHz_100dA_100Mss_NE5X074.txt	177.49	-6.70	133.28	4.20	38460.00	745.86	1.362398e+05	6.016187e+00	6.371792e+00	74.67	1.037999e-07	4404	3.357e-02
135kHz_100dA_100Mss_NE5X075.txt	178.02	-6.60	133.54	4.16	38460.00	753.55	1.362089e+05	6.074322e+00	6.371554e+00	75.17	1.035201e-07	4405	3.392e-02
135kHz_100dA_100Mss_NE5X076.txt	179.04	-6.39	134.10	4.17	38460.00	751.01	1.362089e+05	6.063353e+00	6.371857e+00	75.29	1.038807e-07	4405	3.401e-02
135kHz_100dA_100Mss_NE5X077.txt	179.56	-6.29	134.56	4.15	38460.00	754.24	1.362089e+05	6.090975e+00	6.371210e+00	75.08	1.031171e-07	4405	3.426e-02
135kHz_100dA_100Mss_NE5X078.txt	180.09	-6.17	136.33	4.20	38460.00	750.50	1.362089e+05	6.069169e+00	6.373488e+00	76.74	1.057988e-07	4405	3.427e-02
135kHz_100dA_100Mss_NE5X079.txt	180.6	-6.02	135.74	4.15	38460.00	759.39	1.362089e+05	6.133451e+00	6.371518e+00	75.87	1.034780e-07	4405	3.458e-02
135kHz_100dA_100Mss_NE5X080.txt	181.13	-5.87	136.86	4.18	38460.00	757.34	1.362398e+05	6.122327e+00	6.371944e+00	76.11	1.039795e-07	4404	3.466e-02
135kHz_100dA_100Mss_NE5X081.txt	181.64	-5.77	137.36	4.16	38460.00	761.77	1.362089e+05	6.162409e+00	6.372511e+00	77.08	1.046504e-07	4405	3.495e-02
135kHz_100dA_100Mss_NE5X082.txt	182.15	-5.65	137.97	4.17	38460.00	762.54	1.362089e+05	6.165742e+00	6.372330e+00	76.97	1.044337e-07	4405	3.509e-02
135kHz_100dA_100Mss_NE5X083.txt	182.68	-5.50	139.40	4.16	38460.00	767.83	1.362089e+05	6.215390e+00	6.372664e+00	77.88	1.048275e-07	4405	3.567e-02
135kHz_100dA_100Mss_NE5X084.txt	183.2	-5.36	139.51	4.14	38460.00	770.63	1.362089e+05	6.235558e+00	6.371854e+00	77.43	1.038731e-07	4405	3.573e-02
