# Configuracion:
# Concentracion g/m^3_=_19900.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0
# frecuencia_ref_Hz_=_268351.93064643495
# 
Resultados:
# tau_s_=_(4.92+/-0.81)e-08
# dphi_rad_=_6.37+/-0.01
# SAR_W/g_=_338.16+/-85.79
# Hc_kA/m_=_6.38+/-0.90
# Mr_A/m_=_336.32+/-106.57
# Suceptibilidad_a_M=0_=_0.0575+/-0.0142
# t_hasta_1er_file_=_192.74
# Duracion_T_Fase_=_39.85
# 1er_file_T_Fase_=_265kHz_150dA_100Mss_NE5X073.txt
# last_file_T_Fase_=_265kHz_150dA_100Mss_NE5X146.txt

Nombre_archivo	Time_m_(s)	Temperatura_(ºC)	Mr_(A/m)	Hc_(kA/m)	Campo_max_(A/m)	Mag_max_(A/m)	f0	mag0	dphi0	SAR_(W/g)	Tau_(s)	N	xi_M_0
265kHz_150dA_100Mss_NE5X011.txt	192.74	-39.47	154.95	5.25	57041.50	978.76	2.683363e+05	1.605968e+01	6.349144e+00	216.83	3.917615e-08	4472	3.098e-02
265kHz_150dA_100Mss_NE5X012.txt	193.23	-37.91	153.74	5.33	57041.50	952.09	2.683363e+05	1.564875e+01	6.351073e+00	217.46	4.032604e-08	4472	3.026e-02
265kHz_150dA_100Mss_NE5X013.txt	193.75	-35.67	152.50	5.25	57041.50	947.25	2.683363e+05	1.558995e+01	6.349657e+00	212.12	3.948187e-08	4472	3.048e-02
265kHz_150dA_100Mss_NE5X014.txt	194.28	-34.15	150.64	5.21	57041.50	945.34	2.683363e+05	1.555237e+01	6.348926e+00	209.29	3.904641e-08	4472	3.036e-02
265kHz_150dA_100Mss_NE5X015.txt	194.79	-33.34	149.37	5.12	57041.50	940.74	2.683363e+05	1.549840e+01	6.347561e+00	204.24	3.823339e-08	4472	3.064e-02
265kHz_150dA_100Mss_NE5X016.txt	195.31	-31.54	148.41	5.07	57041.50	943.32	2.683363e+05	1.554352e+01	6.346862e+00	202.61	3.781705e-08	4472	3.073e-02
265kHz_150dA_100Mss_NE5X017.txt	195.82	-29.15	147.18	5.05	57041.50	933.79	2.683363e+05	1.539572e+01	6.346675e+00	200.10	3.770573e-08	4472	3.060e-02
265kHz_150dA_100Mss_NE5X018.txt	196.33	-27.41	146.49	5.09	57041.50	927.34	2.683363e+05	1.528961e+01	6.347432e+00	201.08	3.815619e-08	4472	3.028e-02
265kHz_150dA_100Mss_NE5X019.txt	197.35	-24.76	144.25	4.94	57041.50	927.77	2.683363e+05	1.531295e+01	6.344929e+00	193.56	3.666647e-08	4472	3.066e-02
265kHz_150dA_100Mss_NE5X020.txt	197.87	-23.51	144.26	4.99	57041.50	921.65	2.683363e+05	1.521364e+01	6.346323e+00	196.64	3.749651e-08	4472	3.044e-02
265kHz_150dA_100Mss_NE5X021.txt	198.38	-22.36	142.78	4.92	57041.50	913.16	2.683363e+05	1.510093e+01	6.344936e+00	190.90	3.667018e-08	4472	3.054e-02
265kHz_150dA_100Mss_NE5X022.txt	198.88	-21.26	141.64	4.85	57041.50	918.06	2.683363e+05	1.517341e+01	6.343627e+00	187.75	3.589127e-08	4472	3.069e-02
265kHz_150dA_100Mss_NE5X023.txt	199.49	-20.51	141.59	4.84	57041.50	915.00	2.683363e+05	1.513762e+01	6.344013e+00	188.50	3.612042e-08	4472	3.071e-02
265kHz_150dA_100Mss_NE5X024.txt	200.08	-19.84	141.40	4.80	57041.50	924.55	2.683363e+05	1.528531e+01	6.343554e+00	188.91	3.584751e-08	4472	3.079e-02
265kHz_150dA_100Mss_NE5X025.txt	200.7	-18.60	140.14	4.78	57041.50	920.29	2.683363e+05	1.521257e+01	6.342931e+00	186.07	3.547669e-08	4472	3.065e-02
265kHz_150dA_100Mss_NE5X026.txt	201.27	-17.51	140.43	4.76	57041.50	920.86	2.683363e+05	1.523281e+01	6.342933e+00	186.32	3.547747e-08	4472	3.076e-02
265kHz_150dA_100Mss_NE5X027.txt	201.79	-16.58	139.58	4.76	57041.50	919.63	2.683363e+05	1.520396e+01	6.342835e+00	185.67	3.541932e-08	4472	3.061e-02
265kHz_150dA_100Mss_NE5X028.txt	202.29	-15.48	139.48	4.73	57041.50	919.76	2.683363e+05	1.521803e+01	6.342615e+00	185.16	3.528892e-08	4472	3.088e-02
265kHz_150dA_100Mss_NE5X029.txt	202.79	-14.23	137.83	4.71	57041.50	911.03	2.683363e+05	1.508049e+01	6.341701e+00	180.66	3.474477e-08	4472	3.053e-02
265kHz_150dA_100Mss_NE5X030.txt	203.29	-13.24	138.24	4.67	57041.50	918.59	2.683363e+05	1.520524e+01	6.341398e+00	181.22	3.456425e-08	4472	3.101e-02
265kHz_150dA_100Mss_NE5X031.txt	203.81	-12.40	138.06	4.71	57041.50	909.73	2.683363e+05	1.506595e+01	6.341999e+00	181.41	3.492158e-08	4472	3.063e-02
265kHz_150dA_100Mss_NE5X032.txt	204.33	-11.67	137.58	4.67	57041.50	912.18	2.683363e+05	1.510041e+01	6.341088e+00	179.01	3.437990e-08	4472	3.078e-02
265kHz_150dA_100Mss_NE5X033.txt	204.84	-11.01	137.28	4.59	57041.50	917.57	2.683363e+05	1.520355e+01	6.339773e+00	176.14	3.359733e-08	4472	3.124e-02
265kHz_150dA_100Mss_NE5X034.txt	205.35	-10.35	139.15	4.61	57041.50	938.77	2.683363e+05	1.552274e+01	6.340861e+00	183.30	3.424535e-08	4472	3.156e-02
265kHz_150dA_100Mss_NE5X035.txt	205.86	-9.68	139.37	4.60	57041.50	941.70	2.683363e+05	1.557470e+01	6.340537e+00	182.88	3.405201e-08	4472	3.173e-02
