# Configuracion:
# Concentracion g/m^3_=_19900.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0
# frecuencia_ref_Hz_=_268350.22764894797
# 
Resultados:
# tau_s_=_(5.39+/-0.84)e-08
# dphi_rad_=_6.37+/-0.01
# SAR_W/g_=_323.60+/-66.25
# Hc_kA/m_=_7.04+/-0.92
# Mr_A/m_=_326.21+/-77.11
# Suceptibilidad_a_M=0_=_0.0518+/-0.0081

Nombre_archivo	Time_m	Temperatura_(ºC)	Mr_(A/m)	Hc_(kA/m)	Campo_max_(A/m)	Mag_max_(A/m)	f0	mag0	dphi0	SAR_(W/g)	Tau_(s)	N	xi_M_0
265kHz_150dA_100Mss_NE5X010.txt	04/07/2024 17:20:30	-36.9	186.02	5.85	57041.50	904.81	2.683363e+05	1.510497e+01	6.354379e+00	220.10	4.229650e-08	4472	3.493e-02
265kHz_150dA_100Mss_NE5X011.txt	04/07/2024 17:20:30	-36.9	187.63	5.74	57041.50	923.83	2.683363e+05	1.542422e+01	6.351698e+00	216.30	4.069868e-08	4472	3.587e-02
265kHz_150dA_100Mss_NE5X012.txt	04/07/2024 17:20:31	-34.0	188.10	5.71	57041.50	932.44	2.683363e+05	1.556402e+01	6.352138e+00	219.67	4.096120e-08	4472	3.572e-02
265kHz_150dA_100Mss_NE5X013.txt	04/07/2024 17:20:31	-34.0	186.10	5.70	57041.50	915.47	2.683363e+05	1.530710e+01	6.352078e+00	215.85	4.092551e-08	4472	3.547e-02
265kHz_150dA_100Mss_NE5X014.txt	04/07/2024 17:20:32	-30.7	185.93	5.66	57041.50	913.57	2.683363e+05	1.529746e+01	6.352536e+00	217.15	4.119834e-08	4472	3.569e-02
265kHz_150dA_100Mss_NE5X015.txt	04/07/2024 17:20:33	-27.4	183.48	5.54	57041.50	918.77	2.683363e+05	1.536651e+01	6.349938e+00	209.97	3.965020e-08	4472	3.607e-02
265kHz_150dA_100Mss_NE5X016.txt	04/07/2024 17:20:33	-27.4	182.04	5.54	57041.50	910.72	2.683363e+05	1.523804e+01	6.349809e+00	207.81	3.957295e-08	4472	3.575e-02
265kHz_150dA_100Mss_NE5X017.txt	04/07/2024 17:20:34	-24.5	180.90	5.44	57041.50	915.26	2.683363e+05	1.531912e+01	6.348249e+00	204.03	3.864418e-08	4472	3.595e-02
265kHz_150dA_100Mss_NE5X018.txt	04/07/2024 17:20:34	-24.5	179.89	5.45	57041.50	902.31	2.683363e+05	1.512324e+01	6.348631e+00	202.60	3.887168e-08	4472	3.595e-02
265kHz_150dA_100Mss_NE5X019.txt	04/07/2024 17:20:35	-22.2	178.15	5.40	57041.50	904.62	2.683363e+05	1.514817e+01	6.347640e+00	199.87	3.828131e-08	4472	3.560e-02
265kHz_150dA_100Mss_NE5X020.txt	04/07/2024 17:20:36	-21.4	177.33	5.34	57041.50	905.08	2.683363e+05	1.516379e+01	6.346466e+00	196.44	3.758208e-08	4472	3.585e-02
265kHz_150dA_100Mss_NE5X021.txt	04/07/2024 17:20:36	-21.4	177.54	5.38	57041.50	893.26	2.683363e+05	1.498949e+01	6.348072e+00	199.10	3.853800e-08	4472	3.584e-02
265kHz_150dA_100Mss_NE5X022.txt	04/07/2024 17:20:37	-20.1	176.86	5.36	57041.50	897.94	2.683363e+05	1.505942e+01	6.347637e+00	198.69	3.827949e-08	4472	3.569e-02
265kHz_150dA_100Mss_NE5X023.txt	04/07/2024 17:20:37	-20.1	177.88	5.40	57041.50	892.59	2.683363e+05	1.498852e+01	6.349534e+00	203.56	3.940929e-08	4472	3.577e-02
265kHz_150dA_100Mss_NE5X024.txt	04/07/2024 17:20:38	-18.7	176.29	5.33	57041.50	894.59	2.683363e+05	1.501314e+01	6.347466e+00	197.55	3.817802e-08	4472	3.567e-02
265kHz_150dA_100Mss_NE5X025.txt	04/07/2024 17:20:39	-17.3	175.97	5.34	57041.50	896.06	2.683363e+05	1.502666e+01	6.347707e+00	198.47	3.832131e-08	4472	3.559e-02
265kHz_150dA_100Mss_NE5X026.txt	04/07/2024 17:20:39	-17.3	175.56	5.31	57041.50	895.72	2.683363e+05	1.503103e+01	6.347259e+00	197.15	3.805449e-08	4472	3.570e-02
265kHz_150dA_100Mss_NE5X027.txt	04/07/2024 17:20:40	-15.9	173.44	5.24	57041.50	893.50	2.683363e+05	1.498902e+01	6.345298e+00	190.59	3.688678e-08	4472	3.563e-02
265kHz_150dA_100Mss_NE5X028.txt	04/07/2024 17:20:40	-15.9	173.96	5.25	57041.50	892.64	2.683363e+05	1.497932e+01	6.346304e+00	193.55	3.748580e-08	4472	3.576e-02
265kHz_150dA_100Mss_NE5X029.txt	04/07/2024 17:20:41	-13.8	172.02	5.18	57041.50	892.35	2.683363e+05	1.497334e+01	6.344540e+00	188.07	3.643489e-08	4472	3.578e-02
265kHz_150dA_100Mss_NE5X030.txt	04/07/2024 17:20:41	-13.8	172.75	5.22	57041.50	895.28	2.683363e+05	1.501716e+01	6.345977e+00	193.04	3.729099e-08	4472	3.569e-02
265kHz_150dA_100Mss_NE5X031.txt	04/07/2024 17:20:42	-11.8	172.00	5.16	57041.50	900.16	2.683363e+05	1.509803e+01	6.345127e+00	191.45	3.678468e-08	4472	3.586e-02
265kHz_150dA_100Mss_NE5X032.txt	04/07/2024 17:20:42	-11.8	170.23	5.15	57041.50	895.61	2.683363e+05	1.501159e+01	6.344021e+00	186.96	3.612629e-08	4472	3.566e-02
265kHz_150dA_100Mss_NE5X033.txt	04/07/2024 17:20:43	-9.9	170.28	5.21	57041.50	880.62	2.683363e+05	1.478959e+01	6.346160e+00	190.66	3.739972e-08	4472	3.516e-02
265kHz_150dA_100Mss_NE5X034.txt	04/07/2024 17:20:43	-9.9	169.28	5.15	57041.50	889.54	2.683363e+05	1.492356e+01	6.344851e+00	188.40	3.662045e-08	4472	3.533e-02
265kHz_150dA_100Mss_NE5X035.txt	04/07/2024 17:20:44	-8.5	167.94	5.09	57041.50	889.37	2.683363e+05	1.492263e+01	6.343597e+00	184.56	3.587376e-08	4472	3.547e-02
