# Configuracion:
# Concentracion g/m^3_=_19900.0
# C_Vs_to_Am_M_A/Vsm_=_254322799225.57578
# pendiente_HvsI_1/m_=_3716.3
# ordenada_HvsI_A/m_=_1297.0
# frecuencia_ref_Hz_=_136003.9559376848
# 
Resultados:
# tau_s_=_(2.42+/-0.37)e-07
# dphi_rad_=_6.49+/-0.03
# SAR_W/g_=_84.81+/-18.52
# Hc_kA/m_=_4.36+/-0.59
# Mr_A/m_=_230.03+/-51.41
# Suceptibilidad_a_M=0_=_0.0557+/-0.0080
# t_hasta_1er_file_=_195.74
# Duracion_T_Fase_=_139.53
# 1er_file_T_Fase_=_135kHz_050dA_100Mss_NE5X162.txt
# last_file_T_Fase_=_135kHz_050dA_100Mss_NE5X422.txt

Nombre_archivo	Time_m_(s)	Temperatura_(ºC)	Mr_(A/m)	Hc_(kA/m)	Campo_max_(A/m)	Mag_max_(A/m)	f0	mag0	dphi0	SAR_(W/g)	Tau_(s)	N	xi_M_0
135kHz_050dA_100Mss_NE5X008.txt	195.74	-38.86	123.60	3.46	19878.50	568.86	1.360236e+05	4.425721e+00	6.435456e+00	48.59	1.795264e-07	4411	3.761e-02
135kHz_050dA_100Mss_NE5X009.txt	196.26	-38.01	124.49	3.47	19878.50	568.85	1.360544e+05	4.425365e+00	6.436471e+00	48.91	1.807356e-07	4410	3.769e-02
135kHz_050dA_100Mss_NE5X010.txt	196.75	-37.08	124.22	3.48	19878.50	566.79	1.360544e+05	4.409043e+00	6.436487e+00	48.74	1.807631e-07	4410	3.767e-02
135kHz_050dA_100Mss_NE5X011.txt	197.25	-35.98	123.41	3.44	19878.50	567.01	1.360236e+05	4.413377e+00	6.435734e+00	48.54	1.798592e-07	4411	3.770e-02
135kHz_050dA_100Mss_NE5X012.txt	197.75	-34.72	122.41	3.41	19878.50	567.14	1.360544e+05	4.415399e+00	6.433747e+00	47.94	1.774754e-07	4410	3.763e-02
135kHz_050dA_100Mss_NE5X013.txt	198.26	-33.45	122.52	3.41	19878.50	566.43	1.360236e+05	4.410159e+00	6.434105e+00	47.99	1.779077e-07	4411	3.760e-02
135kHz_050dA_100Mss_NE5X014.txt	198.77	-32.17	122.30	3.40	19878.50	567.31	1.360544e+05	4.417355e+00	6.433104e+00	47.76	1.767097e-07	4410	3.776e-02
135kHz_050dA_100Mss_NE5X015.txt	199.28	-31.04	121.67	3.38	19878.50	566.37	1.360236e+05	4.414886e+00	6.431825e+00	47.32	1.751842e-07	4411	3.792e-02
135kHz_050dA_100Mss_NE5X016.txt	199.79	-30.02	120.86	3.34	19878.50	566.67	1.360236e+05	4.419700e+00	6.430612e+00	46.99	1.737331e-07	4411	3.796e-02
135kHz_050dA_100Mss_NE5X017.txt	200.29	-28.96	121.73	3.36	19878.50	569.44	1.360544e+05	4.436573e+00	6.430808e+00	47.24	1.739670e-07	4410	3.798e-02
135kHz_050dA_100Mss_NE5X018.txt	200.8	-27.84	121.32	3.36	19878.50	566.19	1.360236e+05	4.413792e+00	6.430932e+00	47.03	1.741146e-07	4411	3.804e-02
135kHz_050dA_100Mss_NE5X019.txt	201.82	-25.84	119.32	3.29	19878.50	567.95	1.360236e+05	4.428680e+00	6.428161e+00	46.31	1.708055e-07	4411	3.804e-02
135kHz_050dA_100Mss_NE5X020.txt	202.31	-24.57	119.50	3.30	19878.50	569.11	1.360544e+05	4.437767e+00	6.427352e+00	46.15	1.698382e-07	4410	3.813e-02
135kHz_050dA_100Mss_NE5X021.txt	202.81	-23.07	119.48	3.29	19878.50	568.70	1.360236e+05	4.434040e+00	6.427824e+00	46.25	1.704006e-07	4411	3.802e-02
135kHz_050dA_100Mss_NE5X022.txt	203.31	-22.50	118.85	3.28	19878.50	565.70	1.360236e+05	4.416969e+00	6.427213e+00	45.88	1.696717e-07	4411	3.810e-02
135kHz_050dA_100Mss_NE5X023.txt	203.8	-22.50	118.95	3.27	19878.50	568.19	1.360544e+05	4.432611e+00	6.426653e+00	45.88	1.690035e-07	4410	3.816e-02
135kHz_050dA_100Mss_NE5X024.txt	204.3	-21.69	118.66	3.28	19878.50	563.76	1.360544e+05	4.402284e+00	6.427100e+00	45.71	1.695346e-07	4410	3.782e-02
135kHz_050dA_100Mss_NE5X025.txt	204.81	-20.31	118.28	3.27	19878.50	563.45	1.360236e+05	4.399328e+00	6.426961e+00	45.62	1.693717e-07	4411	3.800e-02
135kHz_050dA_100Mss_NE5X026.txt	205.31	-19.80	118.22	3.25	19878.50	564.97	1.360236e+05	4.414034e+00	6.425756e+00	45.39	1.679330e-07	4411	3.806e-02
135kHz_050dA_100Mss_NE5X027.txt	205.82	-19.80	117.61	3.24	19878.50	564.95	1.360236e+05	4.411097e+00	6.425522e+00	45.29	1.676548e-07	4411	3.820e-02
135kHz_050dA_100Mss_NE5X028.txt	206.34	-19.02	118.18	3.25	19878.50	566.88	1.360544e+05	4.423320e+00	6.425887e+00	45.54	1.680874e-07	4410	3.817e-02
135kHz_050dA_100Mss_NE5X029.txt	206.85	-17.85	117.51	3.22	19878.50	566.47	1.360544e+05	4.422127e+00	6.424214e+00	45.00	1.660947e-07	4410	3.812e-02
135kHz_050dA_100Mss_NE5X030.txt	207.33	-17.17	118.06	3.23	19878.50	565.30	1.360544e+05	4.414844e+00	6.424869e+00	45.13	1.668780e-07	4410	3.819e-02
135kHz_050dA_100Mss_NE5X031.txt	207.82	-16.68	116.67	3.20	19878.50	567.95	1.360236e+05	4.432047e+00	6.423203e+00	44.77	1.648879e-07	4411	3.829e-02
135kHz_050dA_100Mss_NE5X032.txt	208.31	-16.16	116.95	3.21	19878.50	565.65	1.360236e+05	4.415732e+00	6.423691e+00	44.76	1.654650e-07	4411	3.826e-02
135kHz_050dA_100Mss_NE5X033.txt	208.8	-15.62	117.40	3.21	19878.50	567.43	1.360544e+05	4.431238e+00	6.423534e+00	44.87	1.652787e-07	4410	3.837e-02
135kHz_050dA_100Mss_NE5X034.txt	209.31	-15.18	116.52	3.20	19878.50	565.46	1.360236e+05	4.420498e+00	6.423101e+00	44.62	1.647671e-07	4411	3.824e-02
135kHz_050dA_100Mss_NE5X035.txt	209.82	-14.83	117.05	3.19	19878.50	567.94	1.360544e+05	4.436422e+00	6.422593e+00	44.63	1.641605e-07	4410	3.832e-02
135kHz_050dA_100Mss_NE5X036.txt	210.33	-14.44	117.10	3.20	19878.50	566.89	1.360236e+05	4.428752e+00	6.423250e+00	44.75	1.649420e-07	4411	3.826e-02
135kHz_050dA_100Mss_NE5X037.txt	210.87	-14.00	116.28	3.19	19878.50	566.00	1.360544e+05	4.420516e+00	6.422934e+00	44.58	1.645669e-07	4410	3.826e-02
135kHz_050dA_100Mss_NE5X038.txt	211.91	-13.26	115.71	3.16	19878.50	567.20	1.360544e+05	4.428845e+00	6.421504e+00	44.20	1.628591e-07	4410	3.835e-02
135kHz_050dA_100Mss_NE5X039.txt	212.41	-12.87	115.81	3.16	19878.50	569.26	1.360544e+05	4.442898e+00	6.421559e+00	44.36	1.629249e-07	4410	3.838e-02
135kHz_050dA_100Mss_NE5X040.txt	212.91	-12.47	116.87	3.19	19878.50	567.76	1.360544e+05	4.434697e+00	6.422998e+00	44.74	1.646445e-07	4410	3.837e-02
135kHz_050dA_100Mss_NE5X041.txt	213.42	-12.15	116.45	3.18	19878.50	568.12	1.360544e+05	4.436993e+00	6.422563e+00	44.62	1.641237e-07	4410	3.826e-02
135kHz_050dA_100Mss_NE5X042.txt	213.93	-11.84	116.03	3.17	19878.50	566.45	1.360544e+05	4.425176e+00	6.422300e+00	44.42	1.638073e-07	4410	3.826e-02
135kHz_050dA_100Mss_NE5X043.txt	214.45	-11.58	115.19	3.15	19878.50	567.83	1.360236e+05	4.436824e+00	6.421303e+00	44.21	1.626209e-07	4411	3.816e-02
135kHz_050dA_100Mss_NE5X044.txt	214.94	-11.33	115.69	3.16	19878.50	566.06	1.360236e+05	4.423407e+00	6.421987e+00	44.29	1.634391e-07	4411	3.827e-02
135kHz_050dA_100Mss_NE5X045.txt	215.43	-11.08	115.12	3.15	19878.50	567.23	1.360236e+05	4.431281e+00	6.421128e+00	44.10	1.624150e-07	4411	3.826e-02
135kHz_050dA_100Mss_NE5X046.txt	215.95	-10.83	115.14	3.14	19878.50	568.65	1.360236e+05	4.444428e+00	6.420313e+00	43.97	1.614448e-07	4411	3.829e-02
135kHz_050dA_100Mss_NE5X047.txt	216.44	-10.54	116.13	3.16	19878.50	567.43	1.360544e+05	4.435367e+00	6.421710e+00	44.34	1.631111e-07	4410	3.851e-02
135kHz_050dA_100Mss_NE5X048.txt	216.96	-10.22	114.81	3.14	19878.50	567.17	1.360544e+05	4.430610e+00	6.420304e+00	43.84	1.614328e-07	4410	3.821e-02
135kHz_050dA_100Mss_NE5X049.txt	217.47	-10.01	114.91	3.14	19878.50	568.40	1.360544e+05	4.439392e+00	6.420121e+00	43.87	1.612183e-07	4410	3.829e-02
135kHz_050dA_100Mss_NE5X050.txt	218.0	-9.80	114.51	3.14	19878.50	566.12	1.360544e+05	4.422504e+00	6.420472e+00	43.81	1.616310e-07	4410	3.813e-02
135kHz_050dA_100Mss_NE5X051.txt	218.51	-9.49	115.24	3.14	19878.50	567.77	1.360236e+05	4.436332e+00	6.421005e+00	44.11	1.622709e-07	4411	3.835e-02
135kHz_050dA_100Mss_NE5X052.txt	219.09	-9.20	114.23	3.12	19878.50	567.69	1.360544e+05	4.433828e+00	6.419243e+00	43.54	1.601665e-07	4410	3.842e-02
135kHz_050dA_100Mss_NE5X053.txt	219.58	-9.20	114.74	3.14	19878.50	565.26	1.360544e+05	4.416357e+00	6.420437e+00	43.74	1.615925e-07	4410	3.818e-02
135kHz_050dA_100Mss_NE5X054.txt	220.08	-9.17	114.10	3.11	19878.50	567.85	1.360544e+05	4.438010e+00	6.418964e+00	43.49	1.598380e-07	4410	3.844e-02
135kHz_050dA_100Mss_NE5X055.txt	220.58	-8.97	113.69	3.11	19878.50	565.20	1.360544e+05	4.417498e+00	6.418782e+00	43.23	1.596181e-07	4410	3.825e-02
135kHz_050dA_100Mss_NE5X056.txt	221.09	-8.76	113.22	3.10	19878.50	565.37	1.360236e+05	4.417800e+00	6.418644e+00	43.18	1.594548e-07	4411	3.824e-02
135kHz_050dA_100Mss_NE5X057.txt	222.1	-8.37	113.40	3.11	19878.50	566.74	1.360236e+05	4.422988e+00	6.418634e+00	43.23	1.594436e-07	4411	3.830e-02
135kHz_050dA_100Mss_NE5X058.txt	222.61	-8.22	113.83	3.11	19878.50	565.40	1.360236e+05	4.418592e+00	6.419341e+00	43.41	1.602896e-07	4411	3.806e-02
135kHz_050dA_100Mss_NE5X059.txt	223.11	-8.06	114.31	3.13	19878.50	565.32	1.360236e+05	4.417068e+00	6.420670e+00	43.81	1.618668e-07	4411	3.822e-02
135kHz_050dA_100Mss_NE5X060.txt	223.61	-7.86	113.06	3.10	19878.50	563.56	1.360236e+05	4.401789e+00	6.418737e+00	43.05	1.595673e-07	4411	3.812e-02
135kHz_050dA_100Mss_NE5X061.txt	224.11	-7.66	113.13	3.10	19878.50	564.21	1.360544e+05	4.404566e+00	6.419240e+00	43.25	1.601677e-07	4410	3.819e-02
135kHz_050dA_100Mss_NE5X062.txt	224.63	-7.45	112.90	3.09	19878.50	565.83	1.360236e+05	4.417071e+00	6.418652e+00	43.17	1.594636e-07	4411	3.820e-02
135kHz_050dA_100Mss_NE5X063.txt	225.16	-7.25	112.78	3.10	19878.50	561.91	1.360544e+05	4.389031e+00	6.418904e+00	42.99	1.597698e-07	4410	3.800e-02
135kHz_050dA_100Mss_NE5X064.txt	225.65	-7.10	112.93	3.10	19878.50	562.84	1.360236e+05	4.397087e+00	6.418810e+00	43.03	1.596571e-07	4411	3.812e-02
135kHz_050dA_100Mss_NE5X065.txt	226.16	-6.95	112.20	3.10	19878.50	560.84	1.360236e+05	4.378512e+00	6.419323e+00	43.01	1.602711e-07	4411	3.770e-02
135kHz_050dA_100Mss_NE5X066.txt	226.67	-6.80	112.70	3.10	19878.50	562.51	1.360236e+05	4.394241e+00	6.418879e+00	43.02	1.597409e-07	4411	3.803e-02
135kHz_050dA_100Mss_NE5X067.txt	227.17	-6.65	111.79	3.08	19878.50	562.77	1.360236e+05	4.391876e+00	6.417893e+00	42.69	1.585647e-07	4411	3.803e-02
135kHz_050dA_100Mss_NE5X068.txt	227.67	-6.50	112.21	3.10	19878.50	561.13	1.360236e+05	4.380134e+00	6.419298e+00	43.02	1.602367e-07	4411	3.779e-02
135kHz_050dA_100Mss_NE5X069.txt	228.16	-6.32	111.80	3.10	19878.50	561.13	1.360236e+05	4.377771e+00	6.418609e+00	42.78	1.594201e-07	4411	3.781e-02
135kHz_050dA_100Mss_NE5X070.txt	228.66	-6.07	111.28	3.08	19878.50	562.05	1.360544e+05	4.380664e+00	6.418104e+00	42.66	1.588173e-07	4410	3.783e-02
135kHz_050dA_100Mss_NE5X071.txt	229.18	-5.88	111.42	3.07	19878.50	561.37	1.360236e+05	4.382375e+00	6.417558e+00	42.49	1.581633e-07	4411	3.797e-02
